id_pedido,cpf,valor_pedido,valor_frete,valor_desconto,cupom,endereco_entrega_logradouro,endereco_entrega_numero,endereco_entrega_bairro,endereco_entrega_cidade,endereco_entrega_estado,endereco_entrega_pais,status_pedido,data_pedido
ecee436f-5184-4077-be59-803abd68edb6,806.174.065-44,801.96,92.10,101.12,CUPOMF20E5EEC,Praia Carvalho,6,Milionario,Silva,MG,Brasil,pendente,2023-08-10
1f22af11-256a-439c-8632-01201275c19b,083.254.026-46,1465.25,76.90,0.00,,Recanto Caldeira,76,Carmo,Lopes do Amparo,RR,Brasil,pendente,2023-08-18
4193b679-a80e-41ad-9dd9-a0aede350d15,947.574.304-61,886.45,10.04,0.00,,Feira Andrade,92,Vila Novo São Lucas,da Rosa,RS,Brasil,pago,2023-09-09
91cd617d-310c-4fca-9f74-0c757988b871,391.404.072-60,332.62,76.65,0.00,,Vila de Porto,10,Coração De Jesus,da Rocha,AC,Brasil,entregue,2024-07-19
6e335658-069b-46e3-aa37-33a842d320f7,426.942.526-64,1261.61,53.44,0.00,,Rua Ana Luiza da Paz,7,Mirtes,da Cruz do Amparo,RR,Brasil,pendente,2023-10-18
f2e8be0e-d26a-4fb6-b7ca-e50f6f27c915,729.403.172-00,1558.37,85.16,0.00,,Favela de Marques,17,Delta,Guerra do Campo,MG,Brasil,pendente,2024-09-14
8c8fb844-d759-4fd2-bd88-9de3f2ca7733,008.101.523-97,1073.93,62.39,0.00,,Rua Fernanda da Cruz,66,Nova Floresta,Melo,RR,Brasil,entregue,2024-06-16
0717e995-dbe4-4ea8-b322-3bc3dafffc0b,164.741.756-77,561.18,22.13,0.00,,Quadra Henry Gabriel Teixeira,37,Conjunto Providencia,Sampaio,SC,Brasil,pago,2023-12-06
29115dff-3c8c-4b4f-99fb-a06ee3ef94f5,549.275.577-44,1217.16,10.62,0.00,,Colônia Câmara,36,Leticia,Ramos,ES,Brasil,cancelado,2025-03-04
b3a84cdc-635a-4ca3-9cda-8b861cc0e6a8,166.157.527-98,536.84,79.49,0.00,,Trecho de Lopes,787,Vila Sesc,Ramos,SP,Brasil,pendente,2024-02-10
46ef77cc-c97a-45b9-8bb6-197afe901445,471.114.725-73,1438.21,64.31,0.00,,Fazenda Albuquerque,6,Jardim Atlântico,Vasconcelos,RR,Brasil,pago,2024-03-04
4995a0db-66e4-4504-b150-a9820ffcc1e1,254.336.119-32,1138.87,54.13,0.00,,Fazenda Vieira,92,Serra,Leão de Nascimento,RR,Brasil,pago,2024-01-06
acc9d2e1-2f51-4dab-b66b-fb239ffd7695,937.168.667-62,1606.98,43.62,0.00,,Loteamento Garcia,93,Vila Esplanada,Cavalcanti Verde,MT,Brasil,enviado,2024-01-04
de1e844e-e609-450c-acdf-ec215729178e,823.983.244-66,1452.87,40.23,0.00,,Núcleo Renan Mendes,119,Minas Caixa,Vieira da Prata,AL,Brasil,enviado,2024-04-24
fe86feca-31ad-46dd-82fb-398371682ac5,470.475.668-89,824.69,49.87,0.00,,Colônia da Paz,80,Vila São Gabriel,Moreira de Cirino,MT,Brasil,cancelado,2024-04-15
4e028aca-8eef-4ac5-90b0-8b19b2a3ace0,137.754.310-15,701.49,92.95,0.00,,Rua Alves,93,São Marcos,Pacheco,RS,Brasil,pendente,2025-02-18
01a646c5-f7fa-4366-b6bf-2a42899321a8,749.658.353-73,1259.75,17.44,0.00,,Trecho Bryan Silveira,809,Alípio De Melo,Macedo do Amparo,SP,Brasil,cancelado,2025-02-01
b50b9abe-c4f6-4a5a-89ba-5803463babb6,844.826.054-76,1083.81,93.16,0.00,,Condomínio Hadassa Moraes,423,Barro Preto,Sales,AC,Brasil,pago,2025-04-13
c6c1f908-d3a2-4c84-a170-800a441c05c3,184.099.505-41,982.70,48.30,0.00,,Feira de Novais,84,Fazendinha,Correia,BA,Brasil,entregue,2025-01-25
26dd5c63-fcc3-42b1-9ed8-a6033fd7fe27,962.165.141-60,1431.66,47.07,0.00,,Estação Novais,77,Grajaú,da Mota Alegre,DF,Brasil,pago,2024-06-01
0962b8d4-e4f8-4a04-a647-3c41d10d1152,895.593.873-41,1676.86,15.40,0.00,,Chácara de Costa,76,Serra,Cirino,PI,Brasil,entregue,2025-04-27
9a8e858d-a0c7-4d60-9fbd-18b610fe427d,279.361.910-62,706.64,63.47,0.00,,Recanto Agatha Novaes,38,Cidade Jardim Taquaril,Azevedo,BA,Brasil,entregue,2025-02-27
656b95bc-3465-4c37-87f9-5882fe190772,576.711.478-47,142.41,17.67,0.00,,Sítio de Aragão,185,Jaraguá,Montenegro,MG,Brasil,pago,2024-09-20
a9399ef7-c110-4df1-be82-42043895a869,766.919.349-50,351.55,7.74,0.00,,Vale Emilly Castro,31,São João,Moreira das Flores,GO,Brasil,enviado,2024-06-22
df8ffcae-59ae-48de-a4ce-df272e14abe7,193.154.626-82,1976.46,63.63,0.00,,Praça da Luz,68,Ouro Preto,Silva do Galho,MT,Brasil,pago,2024-06-01
66d31fb0-8dab-4e58-822f-4a18c0933e4f,007.569.757-97,223.75,79.17,0.00,,Quadra Araújo,80,Vila Jardim Leblon,Carvalho,BA,Brasil,enviado,2024-11-04
2ddd780f-bfa4-4acf-ab1b-74ad5aa7e5e5,202.036.589-20,1219.87,73.92,0.00,,Viaduto de Sousa,20,São Bernardo,Viana da Prata,PA,Brasil,pago,2024-04-23
61ee82d3-7e8c-4169-8a21-abccf7f78766,836.219.548-20,606.85,30.61,0.00,,Recanto Matheus da Costa,58,Boa Vista,Sá de Goiás,RS,Brasil,pendente,2025-05-15
7b4205f7-c8ce-47d1-90cb-4cac21eea9fe,745.268.966-68,1065.19,86.21,0.00,,Rua Barbosa,86,Bela Vitoria,Sá de Goiás,AC,Brasil,enviado,2024-09-20
a0fab9a4-e55d-4492-b108-4315ba8a0bae,596.085.698-04,539.51,56.48,0.00,,Favela de Cavalcante,78,Nossa Senhora Do Rosário,Rezende de Almeida,SP,Brasil,pago,2024-02-02
1fa25739-3233-4d79-9392-ffbbe9e348b2,193.627.619-89,168.80,74.06,0.00,,Morro Duarte,47,São Luiz,Souza de Fogaça,AM,Brasil,cancelado,2025-03-08
3feb8603-7c61-464e-a60a-53ff9805bc05,482.885.759-70,297.55,23.36,17.97,CUPOMC5C60074,Viaduto de Moura,67,Mariquinhas,Santos Grande,SC,Brasil,pendente,2024-05-19
263652c2-688c-4ad7-a94b-19cab7b02040,415.916.391-64,1204.79,64.00,0.00,,Trevo de Cardoso,91,Miramar,Cavalcante,RJ,Brasil,pago,2023-08-02
45cb7dd6-71db-43d7-9eae-0196c78ef069,525.174.138-63,416.08,19.47,0.00,,Área Mendonça,3,Vila Paris,Melo de Minas,MA,Brasil,pago,2023-09-14
22bb1158-8e6c-4a4d-a826-c24ada90f2ee,881.822.323-30,1671.71,97.83,0.00,,Travessa Nicolas Campos,1,Novo Tupi,Lima das Flores,PE,Brasil,entregue,2023-11-29
b4ef7a68-81c3-4c09-b4a2-63591f28b7a9,224.842.788-15,867.65,66.47,0.00,,Loteamento Sabrina Abreu,224,Vila Jardim Montanhes,Siqueira das Flores,SP,Brasil,pendente,2024-04-17
22670c5e-a57e-41d7-b29a-6a5562bbcbab,971.112.733-77,1220.81,32.69,0.00,,Aeroporto de Sousa,86,Santo Antônio,Castro,ES,Brasil,pago,2024-12-25
b60d54b4-2ec1-45df-9ee2-9d78892d5c0b,377.634.780-72,1995.99,66.09,364.47,CUPOMB62A3802,Viaduto de Castro,94,Santa Amelia,Alves,GO,Brasil,pago,2025-05-04
39bf9f11-8af4-4274-b96b-6634aeafc65e,970.926.720-66,659.34,99.00,60.91,CUPOM831C1DCE,Distrito João Guilherme Martins,2,Santa Monica,Pastor do Campo,RN,Brasil,entregue,2023-10-23
b4b8140a-3ce1-4f3b-86d0-991b1c02ae1b,193.154.626-82,1935.18,19.43,0.00,,Ladeira Gomes,21,Jardim Guanabara,Ribeiro de Cavalcanti,AP,Brasil,pendente,2023-07-17
65c98dfb-a48a-48ec-9a69-488a2256cd5c,872.614.571-01,942.99,34.85,70.15,CUPOM85257134,Estação Camila Rocha,3,Pongelupe,Costa do Oeste,BA,Brasil,cancelado,2023-06-16
45f0c377-1896-4fcc-b7a2-2351fc1f78f9,267.656.162-58,76.00,49.83,5.62,CUPOM3A10DE81,Colônia Costela,707,Vila Barragem Santa Lúcia,da Paz de Dias,SC,Brasil,pendente,2024-12-10
c82ff204-495d-470b-8e05-362329a32a6f,888.478.011-72,381.54,32.40,57.55,CUPOM34AFFDE8,Condomínio João Lucas Rocha,11,Vila Vista Alegre,Rios do Oeste,PI,Brasil,pendente,2023-08-01
d2a63cae-b708-476d-bf0f-a383a8827a02,342.620.290-41,917.33,30.75,169.63,CUPOM79AEF88F,Conjunto Olivia Peixoto,54,Atila De Paiva,Moreira de Moreira,BA,Brasil,pendente,2024-11-25
5ac1c07d-9526-4e67-9851-3a181e3a1cd9,187.322.570-30,381.59,82.47,64.51,CUPOM83FF2FD0,Esplanada Milena Sousa,58,Dom Joaquim,Rodrigues,MG,Brasil,cancelado,2023-10-21
d66ff855-eec9-4b4b-b20f-df3cf5f408d0,752.008.157-86,289.24,82.39,0.00,,Largo de Gomes,60,Vila Betânia,Rezende da Mata,BA,Brasil,pago,2024-04-12
5903d46c-5fdd-440c-ba49-9bd0882d1ff9,017.789.887-67,1792.65,71.04,0.00,,Área Fogaça,8,Confisco,Guerra,TO,Brasil,pendente,2024-10-22
d112602b-82e8-4dff-9646-a9e665288291,596.248.410-08,844.73,56.58,0.00,,Campo Pietra Mendes,32,Vale Do Jatoba,Pastor,MG,Brasil,entregue,2024-02-19
9c26802b-7298-4b06-b392-62ae074c11d3,068.621.337-77,1976.03,68.12,0.00,,Feira Jesus,50,Barro Preto,da Luz,SE,Brasil,pendente,2025-05-25
f1797097-ffff-46c1-9c27-e4c1584bd1b9,031.937.264-16,1530.78,41.78,0.00,,Chácara Lucas Albuquerque,3,Alto Das Antenas,Pacheco,PB,Brasil,entregue,2023-07-17
45cb23f5-bdf3-4635-be1a-f35845ad2b99,654.390.412-17,1059.74,99.44,0.00,,Vila de Martins,95,Conjunto Taquaril,da Rocha,SE,Brasil,entregue,2024-02-29
4bf87edf-e829-438c-8484-6711f4f42b3e,789.540.006-38,1229.21,81.32,0.00,,Vila de Lopes,412,Capitão Eduardo,Machado das Flores,GO,Brasil,cancelado,2025-05-30
dfa0922d-dd65-46f0-8bc6-ed95ea935e37,740.795.544-81,1930.76,12.00,0.00,,Núcleo Bernardo da Mata,23,Ademar Maldonado,Moreira de Nogueira,RR,Brasil,pago,2024-10-19
f3a34f13-1db4-4dc0-8773-8196686f9248,331.542.374-76,505.15,23.16,0.00,,Quadra Câmara,3,Beira Linha,Dias de Goiás,AM,Brasil,pendente,2023-06-24
de6fef1d-6241-43ef-8f93-b76ba9b3c7fa,075.399.427-49,525.08,70.25,80.98,CUPOME2ADE9A9,Praça Dante Alves,39,Comiteco,Rodrigues,PR,Brasil,entregue,2025-02-24
1687360d-bf4f-4a6f-b58a-630205e5bca0,776.694.034-02,901.74,35.40,0.00,,Parque Aurora Carvalho,4,Liberdade,Pimenta Alegre,SC,Brasil,entregue,2024-11-13
d4f0a23e-ebcc-49a1-9872-48ffd772aac7,507.359.548-16,1589.10,81.12,0.00,,Rua da Luz,770,Vila Batik,Costela da Praia,ES,Brasil,cancelado,2023-11-08
fa348534-f697-4a7d-84c1-4755932dab91,905.800.091-94,594.27,62.67,0.00,,Loteamento Maria Liz Azevedo,77,Pongelupe,Ferreira,AP,Brasil,pendente,2024-05-28
d815e189-42bb-4904-8d08-c5526eb2a848,774.156.989-05,516.16,26.44,0.00,,Alameda Lopes,24,Flavio De Oliveira,da Costa,MS,Brasil,entregue,2024-09-02
b80f23ab-2e54-4ad6-b5e3-3a7b4dae943c,471.057.958-37,1238.14,97.42,0.00,,Morro Novais,93,Candelaria,Peixoto,AM,Brasil,enviado,2024-09-30
64f80ca1-1dd8-4d8a-87b1-bf5639e605fa,188.308.868-43,363.61,46.71,0.00,,Trevo Gomes,497,Vila Das Oliveiras,Pereira Verde,AP,Brasil,entregue,2025-05-20
9134b71c-52b1-4d62-82b3-198181327b41,981.534.680-50,601.04,7.83,48.96,CUPOM6FBE9249,Travessa Arthur Miguel Alves,35,Aarão Reis,Cavalcante,RR,Brasil,enviado,2024-01-31
6a22e61b-b2d3-4c41-9601-50a5650f0fbf,135.898.918-94,908.22,66.62,0.00,,Parque Machado,6,Lagoinha,Siqueira da Mata,MS,Brasil,enviado,2024-07-14
51341e72-4c29-451b-8f8e-eed0edea661c,870.700.926-76,797.26,42.22,0.00,,Travessa de Marques,7,Confisco,Souza Paulista,SP,Brasil,pendente,2024-10-11
1adc19b7-8b41-4db8-b738-d983cd3c1213,890.437.395-01,604.21,25.41,0.00,,Quadra Yan Campos,59,Indaiá,Camargo,PI,Brasil,entregue,2024-06-14
bc19aeb7-58e8-48d4-85a7-05883190f6e0,751.404.894-67,124.67,86.82,0.00,,Lagoa Otto Almeida,40,Caiçaras,Vieira,SC,Brasil,enviado,2024-12-02
1681ece3-6479-4d53-bcdb-0d8504f4568f,187.020.850-09,914.27,32.56,0.00,,Ladeira Davi Lucca Pinto,66,Etelvina Carneiro,Siqueira do Campo,AL,Brasil,pendente,2024-12-14
0b9fb5e6-7d94-48cd-8433-d000ba8a260c,253.858.887-55,1969.91,56.86,0.00,,Colônia de Albuquerque,73,Fazendinha,Fogaça,PR,Brasil,pago,2025-01-09
e004ca36-31d9-40af-a6a7-c6f300d51213,500.953.003-69,1104.90,67.80,95.92,CUPOM5235DA98,Largo Enrico Borges,6,Betânia,Correia,PB,Brasil,enviado,2025-01-21
d2953501-9165-4a02-9759-98ad939f6932,605.197.694-28,815.17,28.31,0.00,,Colônia Rios,58,Bonsucesso,Teixeira do Sul,AP,Brasil,pendente,2024-06-11
93805c29-7127-496d-8b05-326cc88c32bf,464.148.463-09,1540.23,63.68,0.00,,Vale Pereira,4,Jardim Felicidade,Melo de Ferreira,SC,Brasil,cancelado,2023-11-13
a619e434-a5dd-4176-a545-d12b4f8bea62,392.457.821-20,137.37,24.84,0.00,,Rodovia Garcia,79,Ademar Maldonado,da Conceição do Sul,RO,Brasil,pendente,2024-08-21
5330c46d-2291-4398-8c29-2d6c7f7eae5a,904.771.263-73,70.11,5.25,0.00,,Estrada de Freitas,54,Palmeiras,Brito do Norte,PB,Brasil,cancelado,2023-07-05
0bde62fe-c9fd-4884-8acc-34941158a9e9,387.698.024-64,104.48,16.82,0.00,,Sítio Garcia,62,Araguaia,Cassiano do Oeste,BA,Brasil,pendente,2024-11-16
dee51d28-c445-48b7-b68b-5a813308dabc,718.296.181-31,1053.56,15.72,0.00,,Praia Raquel da Costa,716,Vila São Francisco,Rocha de Aparecida,MS,Brasil,entregue,2025-02-10
00fa8c56-c4da-4a6f-ac51-2629b55e63a9,399.637.121-94,165.80,27.94,0.00,,Recanto Thomas Duarte,339,Buritis,Melo,PE,Brasil,pago,2025-02-19
dbe9a8e3-55f4-40c9-95a9-5a25cec36137,463.464.897-48,335.16,10.07,46.93,CUPOMB939D9C2,Loteamento Oliver Montenegro,77,Guarani,da Costa dos Dourados,CE,Brasil,cancelado,2024-06-19
1660ec98-0675-4843-a4e3-cbbeb5fcb4e1,006.909.673-05,277.31,54.93,0.00,,Chácara Gustavo Henrique Martins,97,Graça,Rodrigues de das Neves,PA,Brasil,pago,2024-02-06
e5516962-6f27-426f-ac6c-93ec572c39c2,900.860.722-40,1388.20,88.63,0.00,,Viaduto Gomes,85,Minas Caixa,Silva,TO,Brasil,cancelado,2024-12-22
a841641c-9602-4cc6-8740-dfa35cc3c64a,859.097.120-63,1688.05,64.10,0.00,,Colônia de Cirino,5,Vila Antena,Dias da Serra,PE,Brasil,cancelado,2024-01-23
1d2b3b8c-d20b-43b2-bbdf-c2875cf71377,535.418.938-64,1682.33,41.57,0.00,,Feira Lima,9,Barão Homem De Melo 3ª Seção,Costela das Flores,AP,Brasil,enviado,2024-12-24
7929285e-2fe7-4b04-9783-c94e41a161df,120.652.865-69,1223.85,45.04,0.00,,Fazenda Isaac Silva,84,Conjunto Califórnia Ii,Viana de Pires,TO,Brasil,pendente,2024-04-02
5558cf06-16bc-4e5b-bdec-e478828e1570,435.939.861-78,1245.74,54.38,229.72,CUPOMCD347127,Sítio da Costa,44,Atila De Paiva,Rodrigues,PR,Brasil,pago,2025-05-01
70b3d24f-fa87-4fe1-a50c-0bc644744a15,848.684.178-91,1382.77,64.94,0.00,,Travessa de Barros,55,Havaí,da Mata,MT,Brasil,pago,2024-06-02
3ae2dc77-4e9b-4f5f-938e-bffecc84d02b,920.519.978-67,517.40,35.10,0.00,,Largo de Araújo,93,Santa Cruz,Lopes,RJ,Brasil,entregue,2023-08-29
e86aaea5-3bcb-4492-9fa6-30b71ae313d8,879.668.246-45,956.92,76.67,135.72,CUPOM62287CA9,Viaduto de Azevedo,23,Conjunto Jatoba,Fonseca,AP,Brasil,enviado,2023-11-03
94d44622-0c8e-4ef2-8c3b-97f4a995c9f7,691.613.939-93,1318.83,86.07,0.00,,Pátio Benjamim Gonçalves,8,Tupi A,Aragão do Amparo,RO,Brasil,cancelado,2024-07-21
e3af96d7-6c06-43a9-807b-e88c5b6c235c,340.625.616-53,345.69,43.14,0.00,,Campo Pedro Miguel Gomes,530,Marieta 1ª Seção,Sales do Campo,RR,Brasil,entregue,2025-02-16
f68dbebf-dfb0-43e6-8347-cc4a7269a9b9,679.470.993-62,842.03,78.22,0.00,,Passarela de Porto,12,Vila Tirol,da Luz do Sul,ES,Brasil,entregue,2024-07-19
f0336821-82d6-4938-b691-627c58e6c47d,234.409.527-86,1831.31,16.67,0.00,,Campo de Ribeiro,69,Novo Aarão Reis,Moreira,AC,Brasil,pendente,2024-07-25
f4d95731-7346-42f9-84c6-2e6bd0e5772f,071.227.069-37,1271.63,52.75,0.00,,Quadra Vasconcelos,6,Conjunto Celso Machado,Farias,RN,Brasil,cancelado,2024-01-07
aa3b9312-bab2-4073-9822-8429df650323,959.216.405-89,305.58,42.22,0.00,,Área de da Mata,67,São Sebastião,Nogueira,RS,Brasil,entregue,2023-08-18
2e19d1f1-3e5d-4470-aabd-716ff8ab8d72,647.890.856-59,303.62,53.27,0.00,,Conjunto da Cunha,44,Boa Esperança,Nogueira de Alves,BA,Brasil,cancelado,2025-04-22
2e55125c-9e9c-4fa6-901e-8e36889635c6,792.814.761-59,739.88,94.49,0.00,,Avenida Sá,21,Vila Cloris,Sá Grande,PB,Brasil,cancelado,2024-06-08
a27748b4-4bd5-4d4c-971e-56c8366beb7d,995.793.776-11,831.38,65.70,0.00,,Alameda de Aparecida,858,Vila Do Pombal,da Costa de Martins,CE,Brasil,entregue,2024-05-09
561bdca9-71d8-4f59-a210-1ef3100be809,279.361.910-62,1156.21,51.96,0.00,,Estrada Pimenta,9,Belmonte,da Paz,PA,Brasil,enviado,2024-09-08
f5d9ece0-f711-4620-b48f-ccd7d1d5c4cd,533.390.068-74,54.70,82.12,0.00,,Largo Enzo Gabriel Rodrigues,66,Marmiteiros,Macedo de Minas,AL,Brasil,enviado,2024-06-04
9a9a357d-7076-4660-8314-7b1df515727d,823.420.007-46,551.89,56.38,0.00,,Sítio da Mata,34,São Bernardo,Moura,MG,Brasil,pendente,2025-04-05
f83b0f97-54be-438a-a4c5-46910b51c44a,304.531.321-15,1708.42,5.60,332.47,CUPOM43314EC0,Distrito de Cavalcanti,22,Parque São Pedro,Rezende,RN,Brasil,enviado,2023-09-03
db44ef67-1700-4b60-b495-7e4310e5a488,775.135.489-39,459.49,33.74,0.00,,Aeroporto Liz Araújo,20,Olhos D'água,Cirino das Flores,PA,Brasil,cancelado,2024-10-16
5014205c-e961-49a4-9ff6-590084fd3a9c,369.126.341-77,1322.69,79.68,0.00,,Viela de Souza,60,Castanheira,Oliveira,AP,Brasil,enviado,2024-12-06
7e7df74e-4571-4e78-85b4-d810dcc2cdeb,021.210.795-78,825.41,92.06,0.00,,Vila de Costa,21,Silveira,Cavalcanti,AM,Brasil,pendente,2025-05-02
191a0f80-9a2e-4af8-a3a0-db53af712f93,495.999.127-19,1895.65,88.91,0.00,,Quadra Vasconcelos,47,Petropolis,Alves de Mendes,GO,Brasil,entregue,2023-10-16
a306f5df-27ee-4eb3-a410-bde8ca86f6f7,427.697.591-55,104.97,75.72,0.00,,Morro de Pinto,35,Cardoso,Almeida de Barros,AC,Brasil,pago,2023-07-28
35b6de60-601f-40bc-a3ad-e0803983a3f9,990.738.115-39,1569.10,59.22,0.00,,Alameda de Moraes,92,Vila Paris,das Neves dos Dourados,PI,Brasil,pendente,2024-03-23
6e8fe86f-90e7-45c2-9812-a326d5d824f9,927.512.099-49,1212.95,76.67,0.00,,Favela de Silva,70,Santana Do Cafezal,da Rocha das Flores,RR,Brasil,enviado,2025-02-06
07853ecb-3731-4816-bc00-77cbe56446fb,052.878.401-74,559.02,77.24,0.00,,Viaduto de Freitas,94,Novo Santa Cecilia,Albuquerque,RJ,Brasil,cancelado,2025-03-20
1c632ee7-a013-4a55-a532-13c1f0fd253c,451.340.334-33,1525.63,29.73,0.00,,Viaduto Henry Gabriel da Costa,976,Alto Dos Pinheiros,da Paz de Costa,MG,Brasil,pago,2024-03-30
19efabe6-f415-479b-a78b-66cfb1fa9d9b,039.288.878-11,1166.82,29.52,0.00,,Largo Silveira,80,Horto,Cirino,RS,Brasil,pendente,2024-06-18
b885ab68-e8ee-4062-a735-3c3c528d2df7,054.430.556-60,1248.04,59.47,0.00,,Via de Rios,71,Morro Dos Macacos,Abreu,RN,Brasil,enviado,2025-03-10
e3e146a9-85e6-4ead-90b5-0ac379d6d911,376.141.360-43,1170.29,74.14,189.46,CUPOMC790737B,Conjunto de Sales,49,Bandeirantes,Alves dos Dourados,MS,Brasil,pago,2023-09-10
82c143c4-e485-4a68-a538-605d1fd0a20a,325.759.715-77,594.89,89.53,0.00,,Rua da Rosa,14,Santa Branca,Peixoto,RR,Brasil,enviado,2025-01-21
dbd69fc5-8577-4c43-8013-3ff4c009bbe9,679.470.993-62,1437.91,34.64,0.00,,Loteamento de Fonseca,507,Vila Satélite,Albuquerque de Pacheco,MG,Brasil,pago,2024-10-25
50298978-64c5-499d-a85e-b8c0ca4c65fc,636.006.728-69,1202.23,19.98,0.00,,Praça de Guerra,5,São João,Viana do Norte,RS,Brasil,pago,2024-02-02
c0969885-ffd6-4a38-8431-1105ac5d1e58,612.720.677-97,835.71,18.53,0.00,,Ladeira Enrico Barros,30,Mangueiras,Costa do Sul,AM,Brasil,pago,2023-10-19
39ed58eb-35af-4e01-94f1-e507370712ed,148.214.828-32,362.89,46.35,0.00,,Distrito da Costa,47,Madre Gertrudes,Cassiano Verde,GO,Brasil,cancelado,2024-09-07
ff4dbcde-76ad-4a67-a3b1-163a10c64460,890.609.765-07,1127.48,14.37,0.00,,Rodovia Ágatha Mendes,85,Jardim Alvorada,Barros,TO,Brasil,pendente,2024-06-19
2e6f6751-4c07-436a-890b-0ed007d43083,260.061.596-40,1421.73,61.67,0.00,,Avenida Ramos,5,Lagoinha Leblon,Vieira do Amparo,MA,Brasil,pendente,2024-02-18
34d99feb-69da-4332-98c1-2e7d5233be75,181.898.072-66,407.56,38.46,0.00,,Chácara Correia,9,Tirol,Fogaça de Ferreira,AM,Brasil,entregue,2024-12-15
a5ff7d40-a79d-44c8-8d04-c8a23abaf951,561.229.205-66,1310.16,80.84,0.00,,Residencial Guerra,589,Marajó,Santos de Camargo,MS,Brasil,pendente,2024-12-27
042e77f0-6efe-4246-b792-83fa7347ca9a,910.280.884-26,1044.03,80.54,170.53,CUPOM5C675E98,Morro de Macedo,10,São Marcos,Pires da Prata,PR,Brasil,pendente,2024-01-20
52b96dc6-c507-490c-b0ff-14f7eb08540d,653.446.331-86,1767.06,52.91,0.00,,Avenida Sales,44,Vale Do Jatoba,Vasconcelos de Oliveira,PA,Brasil,cancelado,2024-05-17
bcb2f981-e848-4ae5-8748-057c30878ea9,467.903.670-13,1766.23,90.59,0.00,,Jardim Oliveira,29,São Jorge 1ª Seção,Novaes da Praia,MA,Brasil,pago,2024-08-30
f7464300-fec1-4b72-b232-e11e98cd9730,121.971.522-49,1700.36,30.42,0.00,,Área da Cruz,42,Vila São João Batista,Rios Verde,RJ,Brasil,entregue,2025-05-23
7145052f-5540-424e-8cdd-bc0a26e784a4,310.530.997-81,1109.95,17.87,0.00,,Rua de Cassiano,35,Vila Vista Alegre,Cavalcanti de Minas,MA,Brasil,entregue,2023-10-02
18d0053d-6837-498c-9789-aa061fc6cae4,665.349.455-68,1533.77,85.63,0.00,,Loteamento Kamilly Machado,6,Vila Santa Monica 1ª Seção,da Rosa,PA,Brasil,cancelado,2024-01-21
51b86130-e69d-4e15-b2d4-fc6e259b191b,628.521.476-22,568.40,77.69,0.00,,Viela Casa Grande,121,João Pinheiro,Guerra de Silva,PA,Brasil,pago,2023-06-02
7ccf2d3a-27fd-44b1-97f4-b8a4bc71eb04,489.935.088-81,474.57,39.27,0.00,,Campo Costela,65,Marilandia,da Luz do Amparo,GO,Brasil,cancelado,2025-01-01
2231c717-71fa-4988-95a6-d81d767b4e60,225.686.857-91,844.13,49.17,0.00,,Vale de Santos,55,Vila Nova Dos Milionarios,Novaes,RJ,Brasil,pago,2023-07-14
29dc3cfe-c421-46e8-bf94-89754f62ef02,541.790.945-90,968.92,71.72,0.00,,Sítio de Santos,38,Conjunto Califórnia Ii,Abreu,RO,Brasil,cancelado,2023-11-26
dd129f5d-fb36-42ca-8fea-5ba0e6a1c610,665.192.170-38,1651.86,79.29,0.00,,Viaduto de da Rosa,90,Santa Helena,da Mota,RR,Brasil,entregue,2024-12-24
8d458bae-d463-4a31-bb0c-2419ba86a7f1,287.472.252-11,808.28,9.56,0.00,,Campo de Silva,80,Marieta 3ª Seção,da Cunha da Prata,PB,Brasil,enviado,2024-06-06
b7a2dbb1-0363-4747-8b7a-cb52ebf647c8,912.445.977-07,969.87,24.08,0.00,,Alameda de Costa,89,Novo Aarão Reis,Vasconcelos,PB,Brasil,enviado,2024-04-11
a27ff488-6131-4da5-8e1f-57edfbc27a81,686.770.630-44,1595.33,31.13,206.96,CUPOM7205D3FC,Estrada de Freitas,5,Gameleira,Lopes,AM,Brasil,entregue,2024-11-08
eef42db4-d8e6-4a78-b382-03d082ad68ab,421.281.629-44,1180.66,14.58,85.62,CUPOMC44BE7F4,Morro Barros,6,Santa Rosa,Pinto de Barros,MA,Brasil,enviado,2023-11-04
ebcb1960-c21a-4c37-b612-9ecbcd438dfa,382.997.124-32,147.87,20.96,26.25,CUPOMD7A6AC74,Sítio Barros,237,Conjunto São Francisco De Assis,Cirino do Oeste,CE,Brasil,enviado,2024-06-14
3c9bde7d-8efe-455b-a0ad-584c755862c8,891.636.230-98,940.99,23.91,169.44,CUPOMFA07CB09,Feira Joaquim Mendonça,698,Glória,Viana,PB,Brasil,pendente,2024-09-23
e3ecdbce-9c52-4736-b802-fbc7045964ee,052.018.701-67,93.34,95.87,16.01,CUPOM56483CD8,Largo de Sales,36,Glória,Nogueira de Freitas,SE,Brasil,entregue,2024-02-25
6de6225e-3769-4253-82c2-d6c17f27ed59,469.892.990-74,1865.39,9.01,0.00,,Viela de Vargas,2,Vila Independencia 1ª Seção,Costela de Pires,AC,Brasil,enviado,2024-03-21
4565c0c3-7090-461f-9f43-b5ec7a3f4ab3,815.392.481-45,441.94,78.89,0.00,,Esplanada Mirella Sousa,96,Xodo-Marize,Camargo,TO,Brasil,pendente,2025-03-30
c63e9226-d10d-4eed-a556-cf381f5cd709,750.767.200-73,864.19,84.53,0.00,,Estação Guerra,50,Manacas,Rocha de Goiás,RN,Brasil,entregue,2025-04-02
